,Unnamed: 0,title,userId,rating
56,56.0,"20,000 Leagues Under the Sea",279,2.0
57,57.0,"20,000 Leagues Under the Sea",285,3.0
58,58.0,"20,000 Leagues Under the Sea",288,3.0
59,59.0,"20,000 Leagues Under the Sea",292,3.0
60,60.0,"20,000 Leagues Under the Sea",354,4.0
61,61.0,"20,000 Leagues Under the Sea",355,1.5
62,62.0,"20,000 Leagues Under the Sea",367,0.5
63,63.0,"20,000 Leagues Under the Sea",384,4.0
64,64.0,"20,000 Leagues Under the Sea",385,3.0
65,65.0,"20,000 Leagues Under the Sea",389,2.0
66,66.0,"20,000 Leagues Under the Sea",390,3.0
67,67.0,"20,000 Leagues Under the Sea",396,3.0
68,68.0,"20,000 Leagues Under the Sea",398,5.0
69,69.0,"20,000 Leagues Under the Sea",421,1.0
70,70.0,"20,000 Leagues Under the Sea",426,2.0
71,71.0,"20,000 Leagues Under the Sea",433,1.0
72,72.0,"20,000 Leagues Under the Sea",447,2.0
73,73.0,"20,000 Leagues Under the Sea",453,3.0
74,74.0,"20,000 Leagues Under the Sea",461,1.5
75,75.0,"20,000 Leagues Under the Sea",464,2.0
76,76.0,"20,000 Leagues Under the Sea",516,3.0
77,77.0,"20,000 Leagues Under the Sea",517,4.0
78,78.0,"20,000 Leagues Under the Sea",518,1.0
79,79.0,"20,000 Leagues Under the Sea",522,3.0
80,80.0,"20,000 Leagues Under the Sea",525,3.0
81,81.0,"20,000 Leagues Under the Sea",534,2.0
82,82.0,"20,000 Leagues Under the Sea",535,3.0
83,83.0,"20,000 Leagues Under the Sea",561,1.0
84,84.0,"20,000 Leagues Under the Sea",564,4.0
85,85.0,"20,000 Leagues Under the Sea",574,2.5
86,86.0,"20,000 Leagues Under the Sea",577,4.0
87,87.0,"20,000 Leagues Under the Sea",580,2.5
88,88.0,"20,000 Leagues Under the Sea",589,3.0
89,89.0,"20,000 Leagues Under the Sea",590,3.0
90,90.0,"20,000 Leagues Under the Sea",593,3.0
91,91.0,"20,000 Leagues Under the Sea",605,1.0
92,92.0,"20,000 Leagues Under the Sea",619,2.0
93,93.0,"20,000 Leagues Under the Sea",30,4.0
94,94.0,"20,000 Leagues Under the Sea",99,2.0
95,95.0,"20,000 Leagues Under the Sea",102,4.0
96,96.0,"20,000 Leagues Under the Sea",198,2.5
97,97.0,"20,000 Leagues Under the Sea",348,5.0
98,98.0,"20,000 Leagues Under the Sea",388,5.0
99,99.0,"20,000 Leagues Under the Sea",427,3.0
100,100.0,"20,000 Leagues Under the Sea",452,4.0
101,101.0,"20,000 Leagues Under the Sea",468,3.5
102,102.0,"20,000 Leagues Under the Sea",472,3.0
103,103.0,"20,000 Leagues Under the Sea",509,3.0
104,104.0,"20,000 Leagues Under the Sea",528,3.5
105,105.0,"20,000 Leagues Under the Sea",529,1.0
106,106.0,"20,000 Leagues Under the Sea",547,3.0
107,107.0,"20,000 Leagues Under the Sea",558,5.0
108,108.0,"20,000 Leagues Under the Sea",564,5.0
109,109.0,"20,000 Leagues Under the Sea",587,3.5
110,110.0,"20,000 Leagues Under the Sea",596,4.0
111,111.0,"20,000 Leagues Under the Sea",608,4.0
112,112.0,2001: A Space Odyssey,2,3.0
113,113.0,2001: A Space Odyssey,15,2.0
114,114.0,2001: A Space Odyssey,18,4.0
115,115.0,2001: A Space Odyssey,23,4.0
116,116.0,2001: A Space Odyssey,44,5.0
117,117.0,2001: A Space Odyssey,67,3.0
118,118.0,2001: A Space Odyssey,70,5.0
119,119.0,2001: A Space Odyssey,77,3.5
120,120.0,2001: A Space Odyssey,86,3.0
121,121.0,2001: A Space Odyssey,87,1.0
122,122.0,2001: A Space Odyssey,88,3.5
123,123.0,2001: A Space Odyssey,92,3.0
124,124.0,2001: A Space Odyssey,93,3.5
125,125.0,2001: A Space Odyssey,100,3.0
126,126.0,2001: A Space Odyssey,119,4.0
127,127.0,2001: A Space Odyssey,154,3.0
128,128.0,2001: A Space Odyssey,159,3.5
129,129.0,2001: A Space Odyssey,161,4.0
130,130.0,2001: A Space Odyssey,162,5.0
131,131.0,2001: A Space Odyssey,165,3.5
132,132.0,2001: A Space Odyssey,173,4.0
133,133.0,2001: A Space Odyssey,182,5.0
134,134.0,2001: A Space Odyssey,188,3.0
135,135.0,2001: A Space Odyssey,192,5.0
136,136.0,2001: A Space Odyssey,211,5.0
137,137.0,2001: A Space Odyssey,220,4.0
138,138.0,2001: A Space Odyssey,223,4.0
139,139.0,2001: A Space Odyssey,232,5.0
140,140.0,2001: A Space Odyssey,235,4.5
141,141.0,2001: A Space Odyssey,245,5.0
142,142.0,2001: A Space Odyssey,253,4.5
143,143.0,2001: A Space Odyssey,256,4.0
144,144.0,2001: A Space Odyssey,263,3.5
145,145.0,2001: A Space Odyssey,266,4.0
146,146.0,2001: A Space Odyssey,284,3.0
147,147.0,2001: A Space Odyssey,292,4.0
148,148.0,2001: A Space Odyssey,294,3.5
149,149.0,2001: A Space Odyssey,303,3.5
150,150.0,2001: A Space Odyssey,306,3.0
151,151.0,2001: A Space Odyssey,311,2.5
152,152.0,2001: A Space Odyssey,324,3.5
153,153.0,2001: A Space Odyssey,338,4.0
154,154.0,2001: A Space Odyssey,343,2.0
155,155.0,2001: A Space Odyssey,345,3.5
156,156.0,2001: A Space Odyssey,353,3.5
157,157.0,2001: A Space Odyssey,382,3.5
158,158.0,2001: A Space Odyssey,383,4.0
159,159.0,2001: A Space Odyssey,388,3.0
160,160.0,2001: A Space Odyssey,389,4.0
161,161.0,2001: A Space Odyssey,390,3.0
162,162.0,2001: A Space Odyssey,413,4.0
163,163.0,2001: A Space Odyssey,416,5.0
164,164.0,2001: A Space Odyssey,422,3.0
165,165.0,2001: A Space Odyssey,447,5.0
166,166.0,2001: A Space Odyssey,449,4.0
167,167.0,2001: A Space Odyssey,452,3.0
168,168.0,2001: A Space Odyssey,461,2.5
169,169.0,2001: A Space Odyssey,464,5.0
170,170.0,2001: A Space Odyssey,468,2.5
171,171.0,2001: A Space Odyssey,484,5.0
172,172.0,2001: A Space Odyssey,496,5.0
173,173.0,2001: A Space Odyssey,500,3.5
174,174.0,2001: A Space Odyssey,502,3.0
175,175.0,2001: A Space Odyssey,507,4.0
176,176.0,2001: A Space Odyssey,509,3.0
177,177.0,2001: A Space Odyssey,514,3.0
178,178.0,2001: A Space Odyssey,527,3.5
179,179.0,2001: A Space Odyssey,529,4.0
180,180.0,2001: A Space Odyssey,530,4.0
181,181.0,2001: A Space Odyssey,537,4.0
182,182.0,2001: A Space Odyssey,548,3.0
183,183.0,2001: A Space Odyssey,561,4.0
184,184.0,2001: A Space Odyssey,564,1.0
185,185.0,2001: A Space Odyssey,575,3.0
186,186.0,2001: A Space Odyssey,582,3.5
187,187.0,2001: A Space Odyssey,588,3.0
188,188.0,2001: A Space Odyssey,603,5.0
189,189.0,2001: A Space Odyssey,607,3.5
190,190.0,2001: A Space Odyssey,616,3.0
191,191.0,2001: A Space Odyssey,633,3.0
192,192.0,2001: A Space Odyssey,640,5.0
193,193.0,2001: A Space Odyssey,641,4.0
194,194.0,2001: A Space Odyssey,650,5.0
195,195.0,2001: A Space Odyssey,654,4.5
196,196.0,2001: A Space Odyssey,658,5.0
197,197.0,2001: A Space Odyssey,659,3.0
198,198.0,2001: A Space Odyssey,665,3.0
199,199.0,24 Hour Party People,30,4.0
200,200.0,24 Hour Party People,38,4.0
201,201.0,24 Hour Party People,102,4.0
202,202.0,24 Hour Party People,119,4.0
203,203.0,24 Hour Party People,195,3.0
204,204.0,24 Hour Party People,232,5.0
205,205.0,24 Hour Party People,242,4.0
206,206.0,24 Hour Party People,259,3.0
207,207.0,24 Hour Party People,306,3.0
208,208.0,24 Hour Party People,358,5.0
209,209.0,24 Hour Party People,373,4.0
210,210.0,24 Hour Party People,388,4.0
211,211.0,24 Hour Party People,452,3.0
212,212.0,24 Hour Party People,460,3.5
213,213.0,24 Hour Party People,468,2.5
214,214.0,24 Hour Party People,505,3.5
215,215.0,24 Hour Party People,510,4.0
216,216.0,24 Hour Party People,529,5.0
217,217.0,24 Hour Party People,545,4.0
218,218.0,24 Hour Party People,547,3.0
219,219.0,24 Hour Party People,564,4.0
220,220.0,24 Hour Party People,665,3.0
221,221.0,25th Hour,119,4.0
222,222.0,25th Hour,150,3.5
223,223.0,25th Hour,215,3.0
224,224.0,25th Hour,301,0.5
225,225.0,25th Hour,318,5.0
226,226.0,25th Hour,346,4.5
227,227.0,25th Hour,390,4.0
228,228.0,25th Hour,408,5.0
229,229.0,25th Hour,502,3.0
230,230.0,25th Hour,543,4.0
231,231.0,25th Hour,575,4.0
232,232.0,25th Hour,605,3.0
233,233.0,25th Hour,654,4.0
234,234.0,28 Days Later,15,2.5
235,235.0,28 Days Later,17,4.0
236,236.0,28 Days Later,30,4.0
237,237.0,28 Days Later,39,3.0
238,238.0,28 Days Later,85,3.0
239,239.0,28 Days Later,99,2.0
240,240.0,28 Days Later,128,5.0
241,241.0,28 Days Later,150,2.5
242,242.0,28 Days Later,153,5.0
243,243.0,28 Days Later,177,4.0
244,244.0,28 Days Later,200,4.0
245,245.0,28 Days Later,213,3.0
246,246.0,28 Days Later,285,4.0
247,247.0,28 Days Later,294,3.0
248,248.0,28 Days Later,353,2.0
249,249.0,28 Days Later,396,3.0
250,250.0,28 Days Later,468,2.0
251,251.0,28 Days Later,469,4.5
252,252.0,28 Days Later,496,3.0
253,253.0,28 Days Later,534,3.0
254,254.0,28 Days Later,564,4.0
255,255.0,28 Days Later,605,3.0
256,256.0,28 Days Later,624,3.0
257,257.0,28 Days Later,639,3.0
258,258.0,28 Days Later,647,3.0
259,259.0,28 Days Later,664,3.0
260,260.0,28 Weeks Later,15,1.5
261,261.0,28 Weeks Later,23,1.0
262,262.0,28 Weeks Later,30,3.0
263,263.0,28 Weeks Later,73,0.5
264,264.0,28 Weeks Later,74,4.0
265,265.0,28 Weeks Later,103,1.5
266,266.0,28 Weeks Later,119,1.0
267,267.0,28 Weeks Later,130,2.5
268,268.0,28 Weeks Later,165,0.5
269,269.0,28 Weeks Later,173,3.0
270,270.0,28 Weeks Later,175,2.0
271,271.0,28 Weeks Later,212,2.5
272,272.0,28 Weeks Later,213,1.0
273,273.0,28 Weeks Later,232,5.0
274,274.0,28 Weeks Later,247,3.0
275,275.0,28 Weeks Later,276,1.0
276,276.0,28 Weeks Later,285,1.0
277,277.0,28 Weeks Later,294,2.5
278,278.0,28 Weeks Later,297,0.5
279,279.0,28 Weeks Later,300,3.5
280,280.0,28 Weeks Later,325,1.0
281,281.0,28 Weeks Later,353,1.0
282,282.0,28 Weeks Later,358,1.0
283,283.0,28 Weeks Later,360,2.0
284,284.0,28 Weeks Later,384,3.0
285,285.0,28 Weeks Later,388,1.0
286,286.0,28 Weeks Later,390,3.0
287,287.0,28 Weeks Later,412,1.0
288,288.0,28 Weeks Later,418,1.5
289,289.0,28 Weeks Later,453,4.0
290,290.0,28 Weeks Later,461,0.5
291,291.0,28 Weeks Later,468,1.5
292,292.0,28 Weeks Later,475,1.0
293,293.0,28 Weeks Later,502,3.0
294,294.0,28 Weeks Later,509,2.0
295,295.0,28 Weeks Later,518,3.0
296,296.0,28 Weeks Later,543,4.0
297,297.0,28 Weeks Later,561,2.5
298,298.0,28 Weeks Later,564,3.0
299,299.0,28 Weeks Later,574,3.0
300,300.0,28 Weeks Later,580,1.5
301,301.0,28 Weeks Later,603,3.0
302,302.0,28 Weeks Later,605,2.0
303,303.0,28 Weeks Later,606,3.5
304,304.0,28 Weeks Later,624,1.5
305,305.0,28 Weeks Later,652,4.0
306,306.0,28 Weeks Later,654,3.0
307,307.0,3-Iron,15,3.0
308,308.0,3-Iron,23,5.0
309,309.0,3-Iron,265,2.0
310,310.0,3-Iron,306,4.0
311,311.0,3-Iron,388,4.0
312,312.0,3-Iron,408,5.0
313,313.0,3-Iron,420,4.0
314,314.0,3-Iron,472,4.0
315,315.0,3-Iron,492,4.0
316,316.0,3-Iron,499,5.0
317,317.0,3-Iron,510,5.0
318,318.0,3-Iron,514,4.0
319,319.0,3-Iron,529,4.0
320,320.0,3-Iron,547,4.5
321,321.0,3-Iron,564,4.0
322,322.0,3-Iron,573,4.0
323,323.0,3-Iron,587,4.5
324,324.0,3-Iron,614,5.0
325,325.0,3-Iron,647,4.0
326,326.0,300,3,3.0
327,327.0,300,19,3.0
328,328.0,300,30,4.0
329,329.0,300,117,4.5
330,330.0,300,119,4.0
331,331.0,300,130,4.0
332,332.0,300,133,2.0
333,333.0,300,156,4.5
334,334.0,300,212,4.0
335,335.0,300,213,1.5
336,336.0,300,220,3.0
337,337.0,300,232,5.0
338,338.0,300,235,5.0
339,339.0,300,283,3.5
340,340.0,300,292,5.0
341,341.0,300,294,3.0
342,342.0,300,306,2.0
343,343.0,300,311,3.0
344,344.0,300,342,5.0
345,345.0,300,350,5.0
346,346.0,300,378,3.5
347,347.0,300,388,3.0
348,348.0,300,391,4.0
349,349.0,300,422,4.0
350,350.0,300,452,3.0
351,351.0,300,470,1.5
352,352.0,300,509,3.0
353,353.0,300,514,4.0
354,354.0,300,518,5.0
355,355.0,300,529,5.0
356,356.0,300,533,3.0
357,357.0,300,537,4.0
358,358.0,300,547,4.0
359,359.0,300,564,5.0
360,360.0,300,575,5.0
361,361.0,300,580,2.0
362,362.0,300,605,4.0
363,363.0,300,607,2.5
364,364.0,300,613,3.5
365,365.0,300,658,5.0
366,366.0,"4 Months, 3 Weeks and 2 Days",30,3.0
367,367.0,"4 Months, 3 Weeks and 2 Days",34,4.0
368,368.0,"4 Months, 3 Weeks and 2 Days",41,4.5
369,369.0,"4 Months, 3 Weeks and 2 Days",57,3.0
370,370.0,"4 Months, 3 Weeks and 2 Days",73,4.0
371,371.0,"4 Months, 3 Weeks and 2 Days",118,4.0
372,372.0,"4 Months, 3 Weeks and 2 Days",119,4.0
373,373.0,"4 Months, 3 Weeks and 2 Days",120,1.5
374,374.0,"4 Months, 3 Weeks and 2 Days",137,5.0
375,375.0,"4 Months, 3 Weeks and 2 Days",213,2.5
376,376.0,"4 Months, 3 Weeks and 2 Days",234,3.5
377,377.0,"4 Months, 3 Weeks and 2 Days",346,4.0
378,378.0,"4 Months, 3 Weeks and 2 Days",380,4.0
379,379.0,"4 Months, 3 Weeks and 2 Days",388,3.0
380,380.0,"4 Months, 3 Weeks and 2 Days",529,2.0
381,381.0,"4 Months, 3 Weeks and 2 Days",564,4.0
382,382.0,"4 Months, 3 Weeks and 2 Days",597,3.0
383,383.0,42nd Street,34,4.0
384,384.0,42nd Street,49,4.0
385,385.0,42nd Street,102,5.0
386,386.0,42nd Street,195,4.0
387,387.0,42nd Street,232,4.0
388,388.0,42nd Street,248,5.0
389,389.0,42nd Street,311,3.5
390,390.0,42nd Street,355,3.5
391,391.0,42nd Street,358,3.0
392,392.0,42nd Street,452,4.0
393,393.0,42nd Street,577,5.0
394,394.0,48 Hrs.,2,5.0
395,395.0,48 Hrs.,5,4.0
396,396.0,48 Hrs.,15,3.0
397,397.0,48 Hrs.,19,3.0
398,398.0,48 Hrs.,20,3.0
399,399.0,48 Hrs.,23,3.5
400,400.0,48 Hrs.,24,3.0
401,401.0,48 Hrs.,30,5.0
402,402.0,48 Hrs.,32,5.0
403,403.0,48 Hrs.,34,4.0
404,404.0,48 Hrs.,39,4.0
405,405.0,48 Hrs.,47,4.0
406,406.0,48 Hrs.,50,3.0
407,407.0,48 Hrs.,58,5.0
408,408.0,48 Hrs.,59,4.0
409,409.0,48 Hrs.,63,4.0
410,410.0,48 Hrs.,64,3.0
411,411.0,48 Hrs.,68,4.0
412,412.0,48 Hrs.,72,3.5
413,413.0,48 Hrs.,73,3.5
414,414.0,48 Hrs.,78,3.5
415,415.0,48 Hrs.,79,2.5
416,416.0,48 Hrs.,82,4.0
417,417.0,48 Hrs.,83,5.0
418,418.0,48 Hrs.,86,4.0
419,419.0,48 Hrs.,88,4.0
420,420.0,48 Hrs.,92,3.0
421,421.0,48 Hrs.,93,4.0
422,422.0,48 Hrs.,94,5.0
423,423.0,48 Hrs.,102,4.0
424,424.0,48 Hrs.,104,4.0
425,425.0,48 Hrs.,105,3.0
426,426.0,48 Hrs.,110,5.0
427,427.0,48 Hrs.,111,4.0
428,428.0,48 Hrs.,121,4.0
429,429.0,48 Hrs.,122,3.0
430,430.0,48 Hrs.,125,4.5
431,431.0,48 Hrs.,126,5.0
432,432.0,48 Hrs.,130,4.0
433,433.0,48 Hrs.,142,3.0
434,434.0,48 Hrs.,144,3.0
435,435.0,48 Hrs.,145,3.0
436,436.0,48 Hrs.,146,4.0
437,437.0,48 Hrs.,151,5.0
438,438.0,48 Hrs.,152,3.5
439,439.0,48 Hrs.,159,3.5
440,440.0,48 Hrs.,161,4.0
441,441.0,48 Hrs.,163,4.5
442,442.0,48 Hrs.,168,4.0
443,443.0,48 Hrs.,172,4.0
444,444.0,48 Hrs.,177,5.0
445,445.0,48 Hrs.,182,5.0
446,446.0,48 Hrs.,185,3.0
447,447.0,48 Hrs.,188,5.0
448,448.0,48 Hrs.,191,4.0
449,449.0,48 Hrs.,194,4.0
450,450.0,48 Hrs.,195,3.0
451,451.0,48 Hrs.,201,5.0
452,452.0,48 Hrs.,212,4.0
453,453.0,48 Hrs.,213,1.5
454,454.0,48 Hrs.,224,5.0
455,455.0,48 Hrs.,225,4.0
456,456.0,48 Hrs.,232,4.0
457,457.0,48 Hrs.,240,4.0
458,458.0,48 Hrs.,241,2.0
459,459.0,48 Hrs.,242,5.0
460,460.0,48 Hrs.,243,2.5
461,461.0,48 Hrs.,253,4.0
462,462.0,48 Hrs.,254,3.0
463,463.0,48 Hrs.,261,3.5
464,464.0,48 Hrs.,266,5.0
465,465.0,48 Hrs.,268,4.5
466,466.0,48 Hrs.,273,3.5
467,467.0,48 Hrs.,279,4.0
468,468.0,48 Hrs.,281,3.5
469,469.0,48 Hrs.,282,4.5
470,470.0,48 Hrs.,283,4.0
471,471.0,48 Hrs.,286,5.0
472,472.0,48 Hrs.,288,3.0
473,473.0,48 Hrs.,290,4.0
474,474.0,48 Hrs.,292,4.0
475,475.0,48 Hrs.,295,4.5
476,476.0,48 Hrs.,300,4.5
477,477.0,48 Hrs.,304,4.0
478,478.0,48 Hrs.,306,4.0
479,479.0,48 Hrs.,308,3.0
480,480.0,48 Hrs.,311,5.0
481,481.0,48 Hrs.,313,3.5
482,482.0,48 Hrs.,317,4.0
483,483.0,48 Hrs.,324,4.0
484,484.0,48 Hrs.,328,4.0
485,485.0,48 Hrs.,330,2.0
486,486.0,48 Hrs.,338,4.0
487,487.0,48 Hrs.,342,5.0
488,488.0,48 Hrs.,353,2.0
489,489.0,48 Hrs.,355,3.0
490,490.0,48 Hrs.,365,5.0
491,491.0,48 Hrs.,369,4.0
492,492.0,48 Hrs.,375,5.0
493,493.0,48 Hrs.,380,4.0
494,494.0,48 Hrs.,382,3.0
495,495.0,48 Hrs.,383,4.0
496,496.0,48 Hrs.,385,4.0
497,497.0,48 Hrs.,388,4.5
498,498.0,48 Hrs.,389,4.0
499,499.0,48 Hrs.,391,2.0
500,500.0,48 Hrs.,396,5.0
501,501.0,48 Hrs.,400,4.0
502,502.0,48 Hrs.,402,4.5
503,503.0,48 Hrs.,407,5.0
504,504.0,48 Hrs.,408,3.0
505,505.0,48 Hrs.,409,4.0
506,506.0,48 Hrs.,415,3.0
507,507.0,48 Hrs.,416,3.0
508,508.0,48 Hrs.,418,4.0
509,509.0,48 Hrs.,421,4.0
510,510.0,48 Hrs.,426,4.5
511,511.0,48 Hrs.,430,4.0
512,512.0,48 Hrs.,431,4.0
513,513.0,48 Hrs.,432,4.5
514,514.0,48 Hrs.,434,3.0
515,515.0,48 Hrs.,437,5.0
516,516.0,48 Hrs.,440,5.0
517,517.0,48 Hrs.,441,3.5
518,518.0,48 Hrs.,442,4.0
519,519.0,48 Hrs.,447,4.0
520,520.0,48 Hrs.,449,4.0
521,521.0,48 Hrs.,452,4.0
522,522.0,48 Hrs.,461,3.0
523,523.0,48 Hrs.,466,4.0
524,524.0,48 Hrs.,468,3.0
525,525.0,48 Hrs.,471,4.5
526,526.0,48 Hrs.,472,3.0
527,527.0,48 Hrs.,479,5.0
528,528.0,48 Hrs.,480,4.5
529,529.0,48 Hrs.,487,4.0
530,530.0,48 Hrs.,495,4.0
531,531.0,48 Hrs.,496,4.0
532,532.0,48 Hrs.,502,3.0
533,533.0,48 Hrs.,508,5.0
534,534.0,48 Hrs.,509,3.0
535,535.0,48 Hrs.,511,4.0
536,536.0,48 Hrs.,513,3.0
537,537.0,48 Hrs.,514,4.0
538,538.0,48 Hrs.,523,3.5
539,539.0,48 Hrs.,533,4.0
540,540.0,48 Hrs.,534,5.0
541,541.0,48 Hrs.,536,5.0
542,542.0,48 Hrs.,537,4.0
543,543.0,48 Hrs.,538,4.0
544,544.0,48 Hrs.,544,5.0
545,545.0,48 Hrs.,547,4.0
546,546.0,48 Hrs.,548,3.0
547,547.0,48 Hrs.,551,4.0
548,548.0,48 Hrs.,555,3.0
549,549.0,48 Hrs.,556,5.0
550,550.0,48 Hrs.,559,5.0
551,551.0,48 Hrs.,560,4.5
552,552.0,48 Hrs.,561,4.0
553,553.0,48 Hrs.,562,4.5
554,554.0,48 Hrs.,563,2.5
555,555.0,48 Hrs.,564,3.0
556,556.0,48 Hrs.,565,3.0
557,557.0,48 Hrs.,568,3.0
558,558.0,48 Hrs.,570,3.5
559,559.0,48 Hrs.,571,4.0
560,560.0,48 Hrs.,574,3.0
561,561.0,48 Hrs.,577,4.5
562,562.0,48 Hrs.,587,4.5
563,563.0,48 Hrs.,588,4.0
564,564.0,48 Hrs.,589,4.0
565,565.0,48 Hrs.,590,5.0
566,566.0,48 Hrs.,592,4.0
567,567.0,48 Hrs.,593,4.0
568,568.0,48 Hrs.,595,4.0
569,569.0,48 Hrs.,596,3.5
570,570.0,48 Hrs.,599,1.5
571,571.0,48 Hrs.,602,3.0
572,572.0,48 Hrs.,603,4.0
573,573.0,48 Hrs.,605,4.0
574,574.0,48 Hrs.,607,4.0
575,575.0,48 Hrs.,619,5.0
576,576.0,48 Hrs.,623,4.0
577,577.0,48 Hrs.,624,3.0
578,578.0,48 Hrs.,627,3.0
579,579.0,48 Hrs.,629,3.0
580,580.0,48 Hrs.,632,4.0
581,581.0,48 Hrs.,633,4.0
582,582.0,48 Hrs.,639,4.0
583,583.0,48 Hrs.,641,4.0
584,584.0,48 Hrs.,649,4.0
585,585.0,48 Hrs.,653,4.0
586,586.0,48 Hrs.,654,5.0
587,587.0,48 Hrs.,657,4.0
588,588.0,48 Hrs.,658,5.0
589,589.0,48 Hrs.,659,5.0
590,590.0,48 Hrs.,662,4.0
591,591.0,48 Hrs.,666,4.0
592,592.0,48 Hrs.,667,4.0
593,593.0,48 Hrs.,670,3.0
594,594.0,5 Card Stud,8,3.5
595,595.0,5 Card Stud,13,4.5
596,596.0,5 Card Stud,15,5.0
597,597.0,5 Card Stud,17,4.5
598,598.0,5 Card Stud,20,4.0
599,599.0,5 Card Stud,22,5.0
600,600.0,5 Card Stud,23,4.0
601,601.0,5 Card Stud,30,3.0
602,602.0,5 Card Stud,31,4.5
603,603.0,5 Card Stud,38,4.0
604,604.0,5 Card Stud,40,4.5
605,605.0,5 Card Stud,42,5.0
606,606.0,5 Card Stud,46,5.0
607,607.0,5 Card Stud,48,4.5
608,608.0,5 Card Stud,56,4.0
609,609.0,5 Card Stud,59,4.5
610,610.0,5 Card Stud,61,5.0
611,611.0,5 Card Stud,63,5.0
612,612.0,5 Card Stud,68,5.0
613,613.0,5 Card Stud,69,5.0
614,614.0,5 Card Stud,72,3.0
615,615.0,5 Card Stud,73,5.0
616,616.0,5 Card Stud,75,4.5
617,617.0,5 Card Stud,77,3.0
618,618.0,5 Card Stud,78,4.5
619,619.0,5 Card Stud,79,3.0
620,620.0,5 Card Stud,84,4.5
621,621.0,5 Card Stud,88,4.0
622,622.0,5 Card Stud,91,5.0
623,623.0,5 Card Stud,93,5.0
624,624.0,5 Card Stud,94,4.5
625,625.0,5 Card Stud,95,5.0
626,626.0,5 Card Stud,99,5.0
627,627.0,5 Card Stud,101,5.0
628,628.0,5 Card Stud,104,4.0
629,629.0,5 Card Stud,105,5.0
630,630.0,5 Card Stud,109,4.0
631,631.0,5 Card Stud,111,4.0
632,632.0,5 Card Stud,116,5.0
633,633.0,5 Card Stud,124,5.0
634,634.0,5 Card Stud,125,4.5
635,635.0,5 Card Stud,128,5.0
636,636.0,5 Card Stud,130,5.0
637,637.0,5 Card Stud,133,0.5
638,638.0,5 Card Stud,134,3.0
639,639.0,5 Card Stud,136,4.0
640,640.0,5 Card Stud,138,3.5
641,641.0,5 Card Stud,148,5.0
642,642.0,5 Card Stud,150,4.5
643,643.0,5 Card Stud,152,4.0
644,644.0,5 Card Stud,157,3.5
645,645.0,5 Card Stud,159,4.5
646,646.0,5 Card Stud,163,3.5
647,647.0,5 Card Stud,164,3.0
